"Source","Statistic","Reported.Comparison","Reported.P.Value","Raw"
"19131","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","p","<",0.01,"p < .01"
"20111","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","p","<",0.05,"p < .05"
"21167","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","p","<",0.05,"p < .05"
"22148","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","p","<",0.001,"p < .001"
"11091","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.001,"p < .001"
"2763","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.05,"p < .05"
"3507","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.1,"p < .1"
"4455","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.001,"p < .001"
"5423","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.05,"p < .05"
"6393","Village Tolerance of Abuse, Women's Status, and the Ecology of Intimate Partner Violence in Rural Uttar Pradesh, India - Mogford","p","<",0.1,"p < .1"
"11092","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"2764","Wade M. Cole, 2015","p","<",0.01,"p < .01"
"3508","Wade M. Cole, 2015","p","<",0.001,"p < .001"
"4456","Wade M. Cole, 2015","p","=",0.07,"p = .07"
"5424","Wade M. Cole, 2015","p","=",0.01,"p = .01"
"6394","Wade M. Cole, 2015","p","=",0.07,"p = .07"
"7371","Wade M. Cole, 2015","p","=",0.03,"p = .03"
"8360","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"9282","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"10237","Wade M. Cole, 2015","p","=",0.27,"p = .27"
"11272","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"12236","Wade M. Cole, 2015","p","<",0.01,"p < .01"
"13203","Wade M. Cole, 2015","p","<",0.001,"p < .001"
"14188","Wade M. Cole, 2015","p","=",0.93,"p = .93"
"15172","Wade M. Cole, 2015","p","=",0.83,"p = .83"
"16158","Wade M. Cole, 2015","p","<",0.01,"p < .01"
"17149","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"18140","Wade M. Cole, 2015","p","=",0.83,"p = .83"
"19132","Wade M. Cole, 2015","p","<",0.1,"p < .10"
"20112","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"21168","Wade M. Cole, 2015","p","<",0.01,"p < .01"
"22149","Wade M. Cole, 2015","p","<",0.001,"p < .001"
"23132","Wade M. Cole, 2015","p","=",0.13,"p = .13"
"24121","Wade M. Cole, 2015","p","<",0.05,"p < .05"
"25111","Wade M. Cole, 2015","p","=",0.095,"p = .095"
"26102","Wade M. Cole, 2015","p","<",0.1,"p < .10"
"11093","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2765","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.79,"p = .79"
"3509","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"4457","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.224,"p = .224"
"5425","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.103,"p = .103"
"6395","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"7372","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.001,"p = .001"
"8361","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.13,"p = .13"
"9283","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.209,"p = .209"
"10238","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.03,"p = .03"
"11273","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"12237","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"13204","Wan Yang, Lu Zhang, Anna S. Mattila, 2016","p","=",0.074,"p = .074"
"11094","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","ns",NA,".ns"
"2766","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","ns",NA,".ns"
"3540","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.05,"p < .05"
"4458","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.01,"p < .01"
"5426","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.001,"p < .001"
"6396","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.05,"p < .05"
"7373","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.01,"p < .01"
"8362","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.001,"p < .001"
"9284","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.05,"p < .05"
"10239","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.01,"p < .01"
"11274","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.001,"p < .001"
"12238","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.05,"p < .05"
"13205","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.01,"p < .01"
"14189","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.001,"p < .001"
"15173","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.05,"p < .05"
"16159","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.01,"p < .01"
"17150","Weekend Work and Leisure Time With Family and Friends  Who Misses Out  - Craig - 2014","p","<",0.001,"p < .001"
"11095","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"2767","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"3541","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.001,"p < .001"
"4459","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.01,"p < .01"
"5427","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.001,"p < .001"
"6397","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.01,"p < .01"
"7374","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","=",0.01,"p = .01"
"8363","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.01,"p < .01"
"9285","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"10240","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.01,"p < .01"
"11275","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"12239","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","=",0.001,"p = .001"
"13206","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.05,"p < .05"
"14190","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.05,"p < .05"
"15174","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"16160","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.01,"p < .01"
"17151","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.001,"p < .001"
"18141","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p",">",0.05,"p > .05"
"19133","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.05,"p < .05"
"20113","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","p","<",0.001,"p < .001"
"11096","Welfare-to-Work Reform and Intergenerational Support  Grandmothers' Response to the 1996 PRWORA - Ho - 2015","p","<",0.05,"p < .05"
"2768","Welfare-to-Work Reform and Intergenerational Support  Grandmothers' Response to the 1996 PRWORA - Ho - 2015","p","<",0.1,"p < .10"
"3542","Welfare-to-Work Reform and Intergenerational Support  Grandmothers' Response to the 1996 PRWORA - Ho - 2015","p","<",0.05,"p < .05"
"4460","Welfare-to-Work Reform and Intergenerational Support  Grandmothers' Response to the 1996 PRWORA - Ho - 2015","p","<",0.01,"p < .01"
"11097","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.05,"p < .05"
"2769","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.01,"p < .01"
"3543","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"4461","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.05,"p < .05"
"5428","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.01,"p < .01"
"6398","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"7375","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"8364","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"9286","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.05,"p < .05"
"10241","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.01,"p < .01"
"11276","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.05,"p < .05"
"12240","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"13207","What About the Grandparents  Children's Postdivorce Residence Arrangements and Contact With Grandparents - Westphal - 2015","p","<",0.001,"p < .001"
"11098","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","=",0,"p = .00"
"2770","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","=",0,"p = .00"
"3544","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.05,"p< .05"
"4462","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.005,"p< .005"
"5429","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.005,"p< .005"
"6399","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.005,"p< .005"
"7376","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.05,"p< .05"
"8365","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.05,"p< .05"
"9287","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","p","<",0.005,"p< .005"
"11099","When Freedom is Not an Endless Meeting  A New Look at Efficiency in Consensus-Based Decision Making - Leach","p","ns",NA,";ns"
"11277","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"2771","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < 0.01"
"3545","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < 0.01"
"4463","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"5430","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.05,"p < .05"
"6400","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"7377","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.05,"p < .05"
"8366","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"9288","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"10242","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"11278","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"12241","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"13208","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"14191","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"15175","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"16161","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.05,"p < .05"
"17152","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"18142","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.001,"p < .001"
"19134","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"20114","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"21169","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"22150","When Will the Trickle-Down Effect of Abusive Supervision Be Alleviated... - Hon, Lu, 2016","p","<",0.01,"p < .01"
"11279","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"2772","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"3546","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"4464","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"5431","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"6401","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"7378","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"8367","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"9289","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"10243","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"11280","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"12242","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"13209","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"14192","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"15176","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"16162","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"17153","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"18143","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"19135","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"20115","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"21170","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"22151","Where Do Immigrants Fare Worse","p","",0.05,"P < .05"
"23133","Where Do Immigrants Fare Worse","p","",0.01,"P < .01"
"24122","Where Do Immigrants Fare Worse","p","",0.001,"P < .001"
"25112","Where Do Immigrants Fare Worse","p","ns",NA,"¤ns"
"26103","Where Do Immigrants Fare Worse","p","ns",NA,"¤ns"
"11281","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","=",0.011,"p = 0.011"
"2773","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","<",0.001,"p < 0.001"
"3547","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","<",0.001,"p < 0.001"
"4465","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","<",0.01,"p < 0.01"
"5432","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","<",0.05,"p < 0.05"
"6402","Who “They” Are Matters  Immigrant Stereotypes and Assessments of the Impact of Immigration - Timberlake","p","<",0.001,"p < 0.001"
